지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
성동구,시립성동청소년센터 수영장,공공체육시설,서울특별시 성동구 고산자로 260,"성인풀(25m) 5레인, 유아풀",서울가톨릭청소년회,운영,수영장,07:00~21:50,체육 시설은 주말 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 관람실","기본 1시간 1,000원 / 10분 초과당 500원 *프로그램 이용회원은  지하 1층 안내 접수대에서 할인권 발급 가능",02-2296-4064,http://sdyc.or.kr/main/ko/sub03_01.html,37.5632153,127.0367465
성북구,시립성북청소년센터 드론축구장,공공체육시설,서울특별시 성북구 한천로 660-9,"유소년구장, 성인구장",시립성북청소년센터,운영,기타,13:00~18:00,"토요일 13:00~18:00, 일요일 및 공휴일 휴관",-,불가능,"샤워실, 탈의실, 개인사물함, 식당, 매점, 휴게실, 카페",주차 가능,02-3292-1318,http://www.sbyouth.or.kr/,37.6175362,127.0558341
강남구,신구초등학교,학교체육시설,서울특별시 강남구 압구정로18길 28,"체육장 12,986㎡, 체육관",신구초등학교,운영,초등학교,"06:00~07:30, 17:00~20:00","토요일 06:00~07:30, 일요일 및 공휴일","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-549-6815,http://shingu.sen.es.kr/index.do,37.5231178,127.0241858
영등포구,신길근린공원 농구장,공공체육시설,서울특별시 영등포구 도림로80길 8,농구장 1면,영등포구청 푸른도시과,운영,농구장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설, 음수대",-,02-2670-3758,-,37.5015364,126.9061496
영등포구,신길근린공원 배드민턴장,공공체육시설,서울특별시 영등포구 도림로80길 8,배드민턴 코트,영등포구청 푸른도시과,운영,배드민턴장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설, 음수대",-,02-2670-3758,-,37.5015364,126.9061496
영등포구,신길종합사회복지관 수영장,공공체육시설,서울특별시 영등포구 영등포로84길 24-5,"성인풀(25m) 6레인, 유아풀(수심 60cm)",대한불교조계종,운영,수영장,06:00~22:00,토요일 08:00~17:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 다목적활동실, 카페, 옥상정원",주차 가능,02-831-2755,http://www.singil.org/bbs/content.php?co_id=facility,37.5111591,126.9214567
영등포구,신길종합사회복지관 체육관,공공체육시설,서울특별시 영등포구 영등포로84길 24-5,"지하 2층, 지상 4층",대한불교조계종,운영,생활체육관,06:00~22:00,토요일 08:00~17:00,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 다목적활동실, 카페, 옥상정원",주차 가능,02-831-2755,http://www.singil.org/bbs/content.php?co_id=facility,37.5111591,126.9214567
중랑구,신내근린공원 농구장,공공체육시설,서울특별시 중랑구 신내로 66,농구장,중랑구청 공원녹지과,운영,농구장,00:00~24:00,00:00~24:00,-,불가능,-,별도의 주차 공간 없음 대중교통 이용 권장,02-2094-2358,-,37.6050484,127.0956274
중랑구,신내다목적체육관,공공체육시설,서울특별시 중랑구 신내로 21길 115-14,"지상 1층 (연면적 1,822㎡)",중랑구시설관리공단,운영,생활체육관,06:00~21:30,06:00~21:00 / 매주 월요일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 휴게실, 스포츠용품점",주차 시설 없음 (주차 불가),02-3422-4350,https://www.jungnangimc.or.kr/html/01070100,37.6115016,127.0891104
중랑구,신내차량기지체육시설 야구장,공공체육시설,서울특별시 중랑구 용마산로136길 33,"중앙펜스 84m / 내야 인조잔디, 외야 마사토 ",증랑구시설관리공단,운영,야구장,07:00~17:00,07:00~17:00,"중랑구민 : 평일 57,220~286,110원 / 주말 74,380~371,940원 타지역 : 평일 63,580~317,900원 / 주말 82,650~413,270원",가능,"샤워실, 탈의실",주차 가능,02-2094-2949,https://www.jungnangimc.or.kr/html/01060100,37.6120565,127.1090577
중랑구,신내차량기지체육시설 축구장,공공체육시설,서울특별시 중랑구 용마산로136길 33,"100m x 60m (인조잔디) / 8,186㎡ / 관람석",중랑구시설관리공단,운영,축구장,06:00~23:00,06:00~23:00,"중랑구민 : 평일 57,220~286,110원 / 주말 74,380~371,940원 타지역 : 평일 63,580~317,900원 / 주말 82,650~413,270원 ",가능,"샤워실, 탈의실",주차 가능,02-2094-2949,https://www.jungnangimc.or.kr/html/01060100,37.6120565,127.1090577
구로구,신도림고등학교,학교체육시설,서울특별시 구로구 경인로 67길 159,"체육장 2,497㎡",신도림고등학교,운영,고등학교,미개방,"토요일 08:00~09:00, 13:00~17:00","(1시간 기준) 체육관 : 25,000~60,000원 운동장 : 30,000~40,000원",불가능,"탈의실, 카페",주차 불가,02-2068-7979,http://shindorim.sen.hs.kr/index.do,37.5138751,126.8818969
구로구,신도림생활체육관,공공체육시설,서울특별시 구로구 경인로67길 149,"지하 2층, 지하 4층 ",구로구시설관리공단,운영,생활체육관,06:00~22:00,토요일 10:00~18:00 / 매주 일요일 및 공휴일 휴관,"에어로빅 : 33,500~44,500원 웰빙요가 : 38,000~49,000원 줌바댄스 : 38,000~49,000원 필라테스 : 80,000~180,000원 서킷핏 : 80,000~120,000원 정기헬스 : 33,000~48,500원 정기골프 : 40,000~60,000원 / 골프레슨 : 64,000~96,000원 정기탁구 : 39,000원 / 탁구레슨 : 64,000~96,000원  * 일일권(일반공개) 이용 가능",불가능,"샤워실, 탈의실","- 주차증 소지 회원에 한해 3시간 무료주차 - 3시간 이상 주차시 30분당 1,000원 - 주차장이 협소하므로 가급적 대중교통 이용",1899-9912,https://www.gurosisul.or.kr/mod.asp?m=business&s=b04,37.5137455,126.8832896
구로구,신도림생활체육관 수영장,공공체육시설,서울특별시 구로구 경인로67길 149,"성인풀(25m) 4레인, 유아풀 / 면적 524.16㎡ (158평)",구로구시설관리공단,운영,수영장,06:00~21:30,토요일 10:00~18:30 / 일요일 및 공휴일 휴관,"<운영 프로그램>  아침수영 : 45,000~55,000원 여성수영 : 53,000~55,000원 아쿠아로빅 : 50,000원 어르신수영 : 39,000~41,000원 초등수영 : 62,000~75,000원 소그룹레슨 : 52,000~130,500원 주말일일권 : 2,500~4,500원  * 보건할인 적용가능",불가능,"샤워실, 탈의실","- 주차증 소지 회원에 한해 3시간 무료주차 - 3시간 이상 주차시 30분당 1,000원 - 주차장이 협소하므로 가급적 대중교통 이용",1899-9912,https://www.gurosisul.or.kr/mod.asp?m=business&s=b04,37.5137455,126.8832896
구로구,신도림테니스장,공공체육시설,서울특별시 구로구 신도림동 301,하드코트 4면,구로구시설관리공단,운영,테니스장,07:00~21:00,07:00~21:00 / 공휴일 휴관,"평일레슨 : 199,000원 주말레슨 : 198,000원 원포인트레슨 : 40,000원 일일이용 : 10,000~13,000원",가능,휴게실,"신도림생활체육관 주차장 이용 - 주차증 소지 회원에 한해 3시간 무료주차 - 3시간 이상 주차시 30분당 1,000원 - 주차장이 협소하므로 가급적 대중교통 이용",1899-9912,https://www.gurosisul.or.kr/mod.asp?m=business&s=b11-2&t=1,37.5130289,126.8821774
도봉구,신도봉중학교,학교체육시설,서울특별시 도봉구 도봉로115길 16,"체육장 8,363㎡	",신도봉중학교,휴관,중학교,17:00~19:00,06:00~19:00,"(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-992-3462,https://sindobong.sen.ms.kr/,37.6493421,127.0332208
서초구,신동교육문화회관,공공체육시설,서울특별시 서초구 나루터로 27,지하1층 지상3층,서초구청,운영,생활체육관,06:00~23:00,"토요일 06:00~20:00, 일요일 10:00~18:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함",주차 가능하나 협소하므로 대중 교통 이용 권장,02-533-8602,https://shindongsportscenter.modoo.at/,37.5163364,127.0130017
서초구,신동교육문화회관 수영장,공공체육시설,서울특별시 서초구 나루터로 27,"성인풀(25m) 5레인, 어린이풀",신동교육문화회관,운영,수영장,06:00~23:00,"토요일 06:00~20:00, 일요일 10:00~18:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함",주차 가능하나 협소하므로 대중 교통 이용 권장,02-533-8602,https://shindongsportscenter.modoo.at/,37.5163364,127.0130017
서초구,신동중학교,학교체육시설,서울특별시 서초구 나루터로 27,축구장 1면 (44m×40m),서초구청,운영,중학교,미개방,"토요일 15:00~17:00, 일요일 09:00-17:00","체육관(강당) : 15,000~60,000 원 운동장 : 20,000~100,000원 ",가능,편의시설 없음,주차 불가,02-594-6456,http://shindong.sen.ms.kr/index.do,37.5163364,127.0130017
관악구,신림체육센터,공공체육시설,서울특별시 관악구 난곡로58길 13,"지하 1층, 지상 3층 (연면적 1,978㎡)",관악구시설관리공단,휴관,생활체육관,06:00~21:50,"토요일 시설(헬스, 수영)별 운영시간 상이 / 일요일은 자유수영만 운영",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 다목적실, 개인사물함, 매점",5분당 250원  프로그램 이용 회원에 한해 3시간까지 무료 초과 시 5분당 250원,02-869-1888,https://www.gwanakgongdan.or.kr/fmcs/26,37.4797804,126.9169362
관악구,신림체육센터 수영장,공공체육시설,서울특별시 관악구 난곡로58길 13,"성인풀 5레인, 어린이풀 없음",관악구시설관리공단,휴관,수영장,06:00~21:50,토요일 06:00~20:50 / 일요일은 자유수영만 운영,운영 프로그램별 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 다목적실, 개인사물함, 매점",5분당 250원  프로그램 이용 회원에 한해 3시간까지 무료 초과 시 5분당 250원,02-869-1888,https://www.gwanakgongdan.or.kr/https://www.gwanakgongdan.or.kr/fmcs/26,37.4797804,126.9169362
양천구,신목고등학교,학교체육시설,서울특별시 양천구 안양천로 739,"체육장 7,360㎡, 체육관 ",신목고등학교,운영,고등학교,"06:00~08:00, 16:00~18:00",주말 및 공휴일 09:00~18:00,"(1시간 기준) 체육관 : 15,000~60,000원 운동장 15,000~50,000원",가능,"샤워실, 탈의실, 창고","학교 내 공터에 주차 가능 1시간 당 1,000원",070-8720-5010,http://shinmok.sen.hs.kr/index.do,37.5126061,126.8737438
은평구,신사근린공원 내 게이트볼장,공공체육시설,서울특별시 은평구 신사2동 산80-4,게이트볼장 1면,은평구청,운영,게이트볼장,00:00~24:00,00:00~24:00,무료,가능,쉼터,주차 불가,02-351-8007,https://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000003368,37.5929504,126.9073938
양천구,신월문화체육센터,공공체육시설,서울특별시 양천구 지양로 47,"지하 2층, 지상 2층",양천구시설관리공단,운영,생활체육관,06:00~22:00,"토요일 06:00~20:50, 일요일 09:00~11:50",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 파우더룸","해맞이 공영주차장 이용 5분당 50원  월 주차요금 : 50,000원",02-2605-4093,https://www.ycs.or.kr/fmcs/21,37.5197426,126.8349027
양천구,신월문화체육센터 수영장,공공체육시설,서울특별시 양천구 지양로 47,"성인풀(25m) 4레인, 유아풀(11m) 3레인",양천구시설관리공단,운영,수영장,06:00~21:50,"토요일 06:00~20:50, 일요일 09:00~11:50 / 공휴일 휴관 ",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 파우더룸","해맞이 공영주차장 이용 5분당 50원  월 주차요금 : 50,000원",02-2605-4093,https://www.ycs.or.kr/fmcs/21,37.5197426,126.8349027
양천구,신월야구공원,공공체육시설,서울특별시 양천구 남부순환로64길 26,"인조잔디 구장 (18,947㎡)",체육시설관리사업소,운영,야구장,09:00-21:30,-,대관 프로그램에 따라 이용 요금 상이,가능,"화장실, 선수대기실, 스코어보드, 조명타워, 산책로",주변 공영 주차장 이용,02-2699-6407,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S181206081509152624,37.527233,126.8296294
도봉구,쌍문근린공원,공공체육시설,서울특별시 도봉구 쌍문동 산 80-1,"테니스장, 배구장, 배드민턴장 (328,018㎡)",-,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,"화장실, 정자, 약수터",주차 불가,02-2091-3754,http://tour.dobong.go.kr/Contents.asp?code=10003483,37.6543099,127.0290053
성동구,아남어린이공원 족구장,공공체육시설,서울특별시 성동구 연무장5길 9-26,족구장 (984.10㎡),성동구청 공원녹지과,운영,족구장,00:00~24:00,00:00~24:00,-,불가능,벤치의자,-,02-2286-5657,-,37.5448127,127.0524218
광진구,아차산배수지체육공원,공공체육시설,서울특별시 광진구 천호대로 731,"면적 16,132㎡ (약 4,850평)",광진구시설관리공단,운영,기타,07:00~23:00,"07:00~23:00 / 신정, 설날연휴 및 추석연휴 휴관",운영 프로그램 별 이용 요금 상이,가능,샤워실,- 체육시설 이용자는 무료 주차 가능 (관리자 확인 필요) - 시설 내 주차장이 협소하므로 가급적 대중교통 이용,02-3437-7234,http://stadium.gwangjin.or.kr,37.5489614,127.0965031
광진구,아차산배수지체육공원 축구장,공공체육시설,서울특별시 광진구 천호대로 731,인조잔디 1면 (56m×100m),광진구시설관리공단,운영,축구장,07:00-23:00,"07:00~23:00 / 신정, 설날연휴 및 추석연휴 휴관",운영 프로그램 별 이용 요금 상이,가능,"샤워실, 조명시설, 그늘막, 음수대, 조깅트랙",- 체육시설 이용자는 무료 주차 가능 (관리자 확인 필요) - 시설 내 주차장이 협소하므로 가급적 대중교통 이용,02-3437-7234,http://stadium.gwangjin.or.kr/,37.5489614,127.0965031
광진구,아차산배수지체육공원 테니스장,공공체육시설,서울특별시 광진구 천호대로 731,하드코트 4면 (66m×72m),광진구시설관리공단,운영,테니스장,07:00~23:00,"07:00~23:00 / 신정, 설날연휴 및 추석연휴 휴관",운영 프로그램별 이용 요금 상이,가능,"샤워실, 관람석, 보호 펜스, 조명시설, 음수대",- 체육시설 이용자는 무료 주차 가능 (관리자 확인 필요) - 시설 내 주차장이 협소하므로 가급적 대중교통 이용,02-3437-7234,http://stadium.gwangjin.or.kr/page/sub01_02_02.php,37.5489614,127.0965031
마포구,아현중학교,학교체육시설,서울특별시 마포구 마포대로 247,"체육장 27,558㎡, 강당",아현중학교,운영,중학교,"06:00~07:30, 방과 후~18:00",주말 및 공휴일 06:00~18:00,"(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-363-1813,http://ahyeon.sen.ms.kr/index.do,37.5565315,126.9571035
금천구,안양천 박미풋살장,공공체육시설,서울특별시 금천구 시흥동 673-2,풋살장 1면 (24ｍ×44ｍ),금천구청,운영,풋살장,06:00~23:00,06:00~23:00,무료,가능,-,주차 불가,02-2627-1862,-,37.438377,126.9010895
구로구,안양천고척교하부 X게임장,공공체육시설,서울특별시 구로구 구로동,X게임장 (40m²),구로구시설관리공단,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,-,-,37.4942566,126.8846869
구로구,안양천오금교하부 인라인스케이트장,공공체육시설,서울특별시 구로구 구로동,400㎡,구로구시설관리공단,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,-,-,37.4942566,126.8846869
구로구,안양천우안 파크골프장,공공체육시설,서울특별시 구로구 안양천동자전거길 525,"총 9홀 규모 (면적 9,000㎡)",구로구시설관리공단,운영,골프연습장,"09:00~18:00, 매주 월요일 휴장",09:00~18:00,"평일 / 공휴일 성인 : 1,000원 / 1,500원 청소년 : 500원 / 1,000원 어린이 : 500원 / 1,000원 * 장비 대여료 1,000원 별도 ",가능,"휴게시설, 파고라, 안전펜스",주차 불가,02-839-4875,-,37.5141665,126.8800818
구로구,안양천좌안 파크골프장,공공체육시설,서울특별시 구로구 안양천로539길 6,"총 18홀 규모 (면적 16,500㎡)",구로구시설관리공단,운영,골프연습장,"09:00~18:00, 매주 월요일 휴장",09:00~18:00,"(1회 18홀 또는 2시간 기준) 평일/공휴일 성인 : 3,000원 / 4,000원 청소년 : 2,000원 / 3,000원 어린이 : 1,000원 / 2,000원 * 장비 대여료 : 1,000원",가능,"화장실, 휴게시설, 파고라, 안전펜스",주차 불가,02-839-4875,-,37.5052439,126.8704903
구로구,안양천체육생태공원 게이트볼장,공공체육시설,서울특별시 구로구 신도림동,"면적 1,005m²",구로구청 체육진흥과,운영,게이트볼장,08:00~18:00,08:00~18:00,무료,불가능,편의시설 없음,주차 불가,02-860-2023,https://www.guro.go.kr/www/contents.do?key=2943&,37.5099675,126.8822494
구로구,안양천체육생태공원 국궁장,공공체육시설,서울특별시 구로구 신도림동,40m²,구로구청 체육진흥과,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,편의시설 없음,주차 불가,02-860-2023,https://www.guro.go.kr/www/contents.do?key=2943&,37.5099675,126.8822494
구로구,안양천체육생태공원 농구장,공공체육시설,서울특별시 양천구 신정동 871-4,농구코트 2면,구로구청 체육진흥과,운영,농구장,00:00~24:00,00:00~24:00,무료,불가능,"화장실, 벤치",주차 불가,02-860-2023,https://www.guro.go.kr/www/contents.do?key=2943&,37.5167329,126.8780684
양천구,안양천체육생태공원 야구장,공공체육시설,서울특별시 양천구 신정동 871-4,"8,761㎡",양천구청,운영,야구장,00:00-24:00,선착순 예약,무료,가능,"화장실, 벤치",주차 불가,2620-3416,-,37.5167329,126.8780684
구로구,안양천체육생태공원 야구장,공공체육시설,서울특별시 구로구 신도림동,"4,125m²",구로구청 체육진흥과,운영,야구장,08:00~18:00,08:00~18:00,무료,가능,편의시설 없음,주차 불가,02-860-2023,https://www.guro.go.kr/www/contents.do?key=2943&,37.5099675,126.8822494
구로구,안양천체육생태공원 양궁장,공공체육시설,서울특별시 구로구 신도림동,40m²,구로구시설관리공단,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,02-860-3114,-,37.5099675,126.8822494
구로구,안양천체육생태공원 인라인스케이트장,공공체육시설,서울특별시 구로구 신도림동,"인라인스케이트장 1면 (7,030m²)",구로구체육회,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,휴식공간,주차 불가,02-860-2023,http://www.gurosportal.or.kr/,37.5099675,126.8822494
양천구,안양천체육생태공원 인라인스케이트장,공공체육시설,서울특별시 양천구 신정동 871-4,400m×20m,양천구청,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,"화장실, 벤치",주차 불가,02-2620-3416,-,37.5167329,126.8780684
양천구,안양천체육생태공원 족구장,공공체육시설,서울특별시 양천구 신정동 871-4,족구장 2면 (273㎡),양천구청,운영,족구장,00:00~24:00,00:00~24:00,무료,불가능,"화장실, 벤치",주차 불가,02-2620-3416,-,37.5167329,126.8780684
구로구,안양천체육생태공원 축구장,공공체육시설,서울특별시 구로구 신도림동,"6,324m²",구로구체육회,운영,축구장,08:00~18:00,08:00~18:00,무료,가능,-,주차 불가,02-860-3114,-,37.5099675,126.8822494
양천구,안양천체육생태공원 파크골프장,공공체육시설,서울특별시 양천구 목동 411,"총 18홀 규모 (18,000㎡)",양천구청,운영,골프연습장,00:00~24:00,00:00~24:00,무료,불가능,휴게시설,주차 불가,02-860-3364,http://www.gurosportal.or.kr,37.5377959,126.8873368
서초구,양재근린공원 축구장,공공체육시설,서울특별시 서초구 양재2동 311,"축구장 1면 (93mx62m, 5,766㎡)",서초구청,운영,축구장,"07:00~22:00 (09:00~16:00, 매헌초등학교 운동장으로 사용)",07:00~22:00,"(1시간 기준) 평일 : 34,000원 주말 및 공휴일 : 44,200원  ",가능,"관람석, 펜스, 조명등",양재근린공원 공영주차장 이용 10분당 300원,02-2155-6214,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210304113551886008,37.4716626,127.0423578
서초구,양재시민의숲 테니스장,공공체육시설,서울특별시 서초구 매헌로 99,"실내 테니스장 3면 (2,154㎡), 실외 테니스장 8면 (5,000㎡)",서초구청,운영,테니스장,06:00~22:00,06:00~22:00,"(1시간 기준) 실내 : 평일 25,000원 / 주말 29,000원           실외 :  평일 7,000원 / 주말 9,000원 * 야간 조명 사용료 2,000원 별도",가능,"화장실, 휴게실",주차 가능 5분당 250원,02-575-4777,https://www.seocho.go.kr/site/seocho/04/10405020700002015070704.jsp,37.4710677,127.035758
서초구,양재천근린공원 족구장,공공체육시설,서울특별시 서초구 논현로 75-2,족구장 1면,서초구청 공원녹지과,운영,족구장,00:00~24:00,00:00~24:00,-,불가능,"화장실, 휴게시설, 음수대",양재시민의 숲 공영주차장 이용,02-2155-6860,-,37.4769362,127.0455923
서초구,양재천수영장,공공체육시설,서울특별시 서초구 양재동 126-1,성인풀 : 13.2mx50mx1.3m  유아풀 : 10m,서초구청,휴관,수영장,09:00~18:00,09:00~18:00,"성인 : 5,000원, 청소년 : 4,000원, 어린이 : 3,000원 *서초구민의 경우, 할인요금 적용",불가능,"샤워실, 탈의실, 물품보관함, 매점","주차 가능 1대 당 3,000원",02-2155-6213,-,37.473462,127.0357496
양천구,양천구민체육센터,공공체육시설,서울특별시 양천구 목동동로 87,"지하 2층, 지상 3층",양천구시설관리공단,휴관,생활체육관,06:00~22:00,"토요일 06:00~21:00, 일요일 09:00~11:50 / 공휴일 휴관","배드민턴 : 39,000원        필라테스 : 34,600-45,100원                          댄스로빅 : 45,100원        헬스 : 45,500원",가능,"샤워실, 탈의실, 휴게실, 파우더룸, 락커룸, 문화실, 방송실",주차 가능 (33면),02-2652-1792,https://www.ycs.or.kr/fmcs/17,37.5163963,126.8645863
양천구,양천구민체육센터 수영장,공공체육시설,서울특별시 양천구 목동동로 87,"성인풀(25m) 7레인, 유아풀(13m) 3레인",양천구시설관리공단,운영,수영장,06:00~22:00,"토요일 06:00~21:00, 일요일 09:00~11:50 / 공휴일 휴관",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 휴게실, 파우더룸, 락커룸, 문화실, 방송실",주차 가능 (33면),02-2652-1792,https://www.ycs.or.kr/fmcs/17,37.5163963,126.8645863
강서구,양천로 족구장,공공체육시설,서울특별시 강서구 방화동 54-5,"38,240㎡",양천구시설관리공단,운영,족구장,06:00~20:00,06:00~20:00,"평일 : 4,400원  주말 및 공휴일 : 5,700원",가능,편의시설 없음,주차 가능,-,-,37.5836081,126.8190381
양천구,양천주민편익시설,공공체육시설,서울특별시 양천구 목동서로 20,"지하 2층, 지상 3층",양천YMCA,운영,생활체육관,06:00~22:00,"토요일 06:00~20:00, 일요일 및 공휴일 휴관 ",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실",프로그램 이용 회원에 한해 3시간 주차 무료,02-2652-8083,http://www.ycymca.or.kr/,37.5397474,126.8837827
영등포구,양화한강공원 농구장,공공체육시설,서울특별시 영등포구 노들로 221,농구 코트 2면 (32m×19m),한강사업본부,운영,농구장,06:00~20:00,06:00~20:00,"2시간 : 4,000원",가능,"화장실, 음수대, 그늘막, 매점, 전망카페","양화 제1~5주차장 이용 (501면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0581,https://hangang.seoul.go.kr/archives/46804,37.5431001,126.8940193
영등포구,양화한강공원 배구장,공공체육시설,서울특별시 영등포구 노들로 221,배구장 2면 (24m×15m),한강사업본부,운영,배구장,06:00~20:00,06:00~20:00,"2시간 : 4,000원 *월 정액 : 75,000원",가능,"화장실, 음수대, 그늘막, 매점, 전망카페","양화 제1~5주차장 이용 (501면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0581,https://hangang.seoul.go.kr/archives/46804,37.5431001,126.8940193
영등포구,양화한강공원 축구장,공공체육시설,서울특별시 영등포구 노들로 221,축구장 1면 (105m×45m),한강사업본부,운영,축구장,06:00~20:00,06:00~20:00,"(2시간 기준) 주간 12,000원 / 야간 25,000원 ",가능,"화장실, 음수대, 그늘막, 매점, 전망카페","양화 제1~5주차장 이용 (501면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0581,https://hangang.seoul.go.kr/archives/46804,37.5431001,126.8940193
광진구,어린이대공원 게이트볼장,공공체육시설,서울특별시 광진구 능동로 216,-,서울시설공단,운영,게이트볼장,05:00~22:00,05:00~22:00,-,불가능,매점,어린이대공원 주차장 이용,02-450-9311,https://www.sisul.or.kr/open_content/childrenpark/guidance/facility/rent_tennis.jsp,37.5495886,127.081578
광진구,어린이대공원 잔디구장,공공체육시설,서울특별시 광진구 능동로 216,천연 잔디 (90m×65m),서울시설공단,운영,축구장,05:00~22:00,05:00~22:00,"2시간 : 120,000원",가능,"자연석 스탠드, 탄성트랙, 매점",어린이대공원 주차장 이용,02-450-9311,https://www.sisul.or.kr/open_content/childrenpark/guidance/facility/rent_turf.jsp,37.5495886,127.081578
광진구,어린이대공원 테니스장,공공체육시설,서울특별시 광진구 능동 18,"실내 코트 1면, 실외 코트 2면 (2,397㎡)",서울시설공단,운영,테니스장,05:00~22:00,05:00~22:00,"(2시간 기준) 실내 : 평일 25,000원, 주말 32,500원 실외 : 평일 8,000원, 주말 10,400원 * 2시간 초과시 시간당 이용 금액의 50% 할인",가능,매점,어린이대공원 주차장 이용,02-450-9311,https://www.sisul.or.kr/open_content/childrenpark/guidance/facility/rent_tennis.jsp,37.5495886,127.081578
광진구,어린이대공원 풋살경기장,공공체육시설,서울특별시 광진구 능동로 216,5:5 경기장 / 인조잔디 40m×20m (펜스 높이 3~4m) 3:3 경기장 / 인조잔디 20m×10m (펜스 높이 3m),서울시설공단,휴관,풋살장,06:00~22:00,06:00~22:00,"5:5 풋살 : 평일 25,000원 / 주말 및 공휴일 32,500원 3:3 풋살 : 평일 15,000원 / 주말 및 공휴일 19,500원 ",가능,"샤워실, 탈의실, 매점",어린이대공원 공영주차장 이용,02-450-9311,https://www.sisul.or.kr/open_content/childrenpark/guidance/facility/rent_futsal.jsp,37.5495886,127.081578
서초구,언남문화체육센터,공공체육시설,서울특별시 서초구 동산로 13길 35,"지하 2층, 지상 7층",언남문화체육센터,운영,생활체육관,06:00~21:50,토요일 10:00~17:50 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 개인사물함, 휴게실, 체온조절실, 구내식당, 매점, 스포츠용품점","회원의 경우, 1종목 150분 / 2종목 180분 무료 주차 5분 초과당 150원",02-577-7718,http://www.eonnamcscenter.com/,37.4729091,127.0431576
서초구,언남문화체육센터 골프연습장,공공체육시설,서울특별시 서초구 동산로 13길 35,"실내외퍼팅장 (18m), 스크린골프",언남문화체육센터,운영,골프연습장,06:00~21:50,토요일 10:00~17:50 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 휴게실, 체온조절실, 구내식당, 매점, 스포츠용품점","회원의 경우, 1종목 150분 / 2종목 180분 무료 주차 5분 초과당 150원",02-577-7718,"http://www.eonnamcscenter.com/%EA%B3%A8%ED%94%84,%EC%8A%A4%ED%81%AC%EB%A6%B0%EA%B3%A8%ED%94%84",37.4729091,127.0431576
서초구,언남문화체육센터 수영장,공공체육시설,서울특별시 서초구 동산로 13길 35,"성인풀 6레인, 어린이풀",언남문화체육센터,운영,수영장,06:00~21:50,토요일 10:00~17:50 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 휴게실, 체온조절실, 구내식당, 매점, 스포츠용품점","회원의 경우, 1종목 150분 / 2종목 180분 무료 주차 5분 초과당 150원 ",02-577-7718,http://www.eonnamcscenter.com/%EC%88%98%EC%98%81,37.4729091,127.0431576
